1, 6700.98, 58, 6601.86, 6783.53, , 367.426
1, 6701.1, 74, 6652.32, 6831.56, , 482.642
1, 6700.93, 54, 6595.81, 6777.3, , 369.959
1, 6700.93, 56, 6661.08, 6841.69, , 384.906
2, 6701.06, 36, 6668.1, 6845.64, , 444.174
2, 6701.02, 42, 6563.67, 6746.87, , 483.92
2, 6700.93, 33, 6638.93, 6816.63, , 421.894
2, 6701.05, 47, 6566.06, 6744.67, , 476.893
3, 6701.08, 39, 6580.49, 6764.31, , 566.598
3, 6701.03, 26, 6609.25, 6789.66, , 411.649
3, 6700.95, 39, 6584.97, 6769.44, , 526.988
3, 6701, 29, 6561.32, 6741.94, , 479.806
5, 6701.02, 25, 6608.45, 6787.65, , 491.353
5, 6701.09, 29, 6685.71, 6865.87, , 692.358
5, 6701.09, 31, 6654.76, 6833.49, , 752.511
5, 6701.03, 29, 6644.46, 6824.44, , 548.237
10, 6700.98, 23, 6641.4, 6822.73, , 648.388
10, 6701.01, 21, 6524.75, 6703.55, , 578.082
10, 6701.01, 21, 6567.66, 6751.43, , 620.357
10, 6701.03, 22, 6618.62, 6797.9, , 595.887
20, 6701.01, 20, 6663.39, 6838.9, , 771.188
20, 6701.04, 20, 6582.35, 6763.67, , 711.316
20, 6701.11, 21, 6493.81, 6681.07, , 818.532
50, 6701.04, 21, 6661.5, 6839.3, , 1105.84
50, 6701.09, 20, 6592.32, 6774.41, , 1109.86
50, 6701.09, 20, 6557.61, 6737.88, , 1033.92
1, 6700.92, 295, 6590.52, 6770.37, , 937.749
1, 6700.03, 171, 6618.97, 6800.08, , 445.09
1, 6700.95, 219, 6650.85, 6833.42, , 654.136
2, 6700.69, 126, 6797.05, 6977.76, , 648.217
2, 6701, 99, 6549.13, 6732.76, , 488.531
2, 6701.08, 111, 6623.9, 6804.16, , 571.108
3, 6701.07, 97, 6566.73, 6747.71, , 679.619
3, 6701.07, 108, 6653.68, 6833.01, , 694.237
3, 6701.1, 94, 6722.89, 6896.63, , 599.451
5, 6701.1, 62, 6649.17, 6830.27, , 595.208
5, 6701.07, 62, 6532.74, 6715.24, , 601.828
5, 6701.07, 63, 6667.58, 6849.07, , 602.522
10, 6701.07, 47, 6610.87, 6790.09, , 729.84
10, 6701.12, 48, 6569.38, 6751.2, , 714.764
10, 6701.07, 49, 6535.43, 6718.74, , 755.535
20, 6701.07, 37, 6547.69, 6732.6, , 750.834
20, 6701.12, 24, 6521.82, 6705.66, , 433.001
20, 6701.12, 36, 6642.17, 6818.42, , 751.157
50, 6701.14, 35, 6589.32, 6771.34, , 1042.91
50, 6701.12, 36, 6644.33, 6823.33, , 1171.86
50, 6701.12, 40, 6594.44, 6776.1, , 1374.28
1, 6700.91, 68, 6660.97, 6836.64, , 483.984
1, 6700.98, 50, 6567.27, 6750.27, , 421.968
1, 6701.02, 54, 6631.7, 6814.65, , 404.804
2, 6701.07, 43, 6642.9, 6821.74, , 543.95
2, 6700.99, 39, 6536.68, 6718.4, , 564.994
2, 6701.06, 43, 6567.91, 6750.37, , 635.685
3, 6701.03, 34, 6616.51, 6800.39, , 435.729
3, 6701.01, 25, 6702.83, 6879.24, , 375.009
3, 6700.96, 29, 6589.73, 6771.61, , 400.42
5, 6701.02, 27, 6532.56, 6715.42, , 513.656
5, 6701.09, 31, 6648.72, 6829.18, , 604.494
5, 6701.05, 24, 6622.36, 6805.68, , 463.045
10, 6701.03, 20, 6684.5, 6864.54, , 536.813
10, 6701, 22, 6579.49, 6761.12, , 635.982
10, 6701.07, 20, 6701.19, 6879.63, , 567.291
20, 6701.21, 21, 6610.53, 6792.14, , 775.633
20, 6701.04, 21, 6633.89, 6813.48, , 798.237
20, 6701.02, 21, 6605.73, 6784.82, , 741.119
50, 6700.99, 21, 6655.42, 6834.23, , 1006.67
50, 6701.09, 20, 6598.59, 6778.82, , 1021.29
50, 6701.21, 20, 6647.72, 6826.89, , 853.219
1, 6701.08, 110, 6581.01, 6762.42, , 1809.71
2, 6701.05, 57, 6603.28, 6781.91, , 1021.34
3, 6701.03, 45, 6587.06, 6769.51, , 1595.45
5, 6701.13, 36, 6673.83, 6851.77, , 740.856
10, 6701.34, 34, 6615.77, 6796.59, , 1222.85
20, 6701.21, 28, 6622.07, 6803.25, , 1274.27
50, 6701.08, 30, 6623.06, 6801.58, , 2091.81
1, 6701.02, 66, 6682.06, 6862.33, , 499.441
2, 6700.97, 37, 6542.19, 6725.91, , 433.253
3, 6701.02, 37, 6652.34, 6830.07, , 647.284
5, 6701.19, 28, 6584.93, 6766.38, , 535.529
10, 6701.14, 24, 6598.14, 6779.45, , 830.773
20, 6701, 22, 6483.45, 6666.76, , 844.253
50, 6701.19, 22, 6577.35, 6757.25, , 1312.52
1, 6701.07, 392, 6612.89, 6793.94, , 3534.6
2, 6701.07, 270, 6610.45, 6791.74, , 3684.49
3, 6701.07, 207, 6563.24, 6746.06, , 4021.36
5, 6701.07, 162, 6617.5, 6800.15, , 3804.97
10, 6701.07, 147, 6565.35, 6747.15, , 5250.8
20, 6701.07, 128, 6664.58, 6844.15, , 7339.45
50, 6701.07, 131, 6636.03, 6813.93, , 13199.4
