2, 2246.44, 34, 2230.76, 2279.57, , 688.903
2, 2246.44, 21, 2228.77, 2276.43, , 385.997
2, 2246.44, 25, 2230.73, 2279.4, , 491.431
2, 2818.94, 63, 2789.7, 2848.47, , 3448.23
2, 2818.92, 56, 2788.62, 2849.21, , 2531.36
2, 2818.94, 50, 2752.01, 2810.73, , 3696.24
2, 3564.46, 100, 3503.67, 3569.14, , 8919.19
2, 3564.48, 66, 3512.14, 3576.92, , 8516.27
2, 3564.48, 69, 3511.35, 3577.55, , 7007.87
2, 4159.55, 147, 4128.31, 4227.71, , 14390.5
2, 4159.59, 87, 4122.3, 4218.93, , 9170.09
2, 4159.57, 103, 4176.64, 4277.98, , 9778.38
2, 5058.71, 218, 5001.51, 5108.55, , 28851.4
2, 5058.73, 120, 5037.37, 5145.25, , 10656.7
2, 5058.86, 119, 4973.43, 5079.43, , 15800.1
