3, 3, 9, 1, -348594, 733, 1.63451e+10, 1.64453e+10, -1.0000, 0, 212
2, 3, 3, 1, -236315, 201, -236740, -236168, 0.0006, 0, 3
2, 3, 3, 1, -207705, 201, -207882, -207554, 0.0007, 0, 5
2, 3, 3, 1, -221087, 37, -210541, -210359, 0.0510, 0, 4
2, 3, 3, 1, -221127, 13, -210428, -210251, 0.0517, 0, 2
2, 3, 3, 1, -210444, 13, -210555, -210373, 0.0003, 0, 2
3, 3, 9, 1, -207644, 256, -207839, -207270, 0.0018, 0, 88
4, 3, 27, 1, -210791, 51, -206652, -206375, 0.0214, 1, 67
4, 3, 27, 1, -213373, 51, -205687, -205281, 0.0394, 1, 90
