1, 952.066, 14, 946.137, 955.915, , 52.6601
2, 952.066, 14, 949.097, 958.994, , 47.3909
3, 952.066, 14, 952.7, 962.706, , 47.6045
5, 952.066, 14, 948.502, 958.368, , 47.9676
10, 952.066, 14, 942.614, 952.248, , 48.279
20, 952.066, 14, 946.876, 956.682, , 49.7278
50, 952.066, 14, 954.436, 964.487, , 53.0152
1, 1880.22, 14, 1872.21, 1899.33, , 44.2771
2, 1880.23, 14, 1858.13, 1885.59, , 44.9106
3, 1880.22, 14, 1860.57, 1888.1, , 46.7338
5, 1880.23, 14, 1865.63, 1892.93, , 55.1359
10, 1880.23, 14, 1868.34, 1895.45, , 67.1886
20, 1880.23, 14, 1872.75, 1899.82, , 78.2819
50, 1880.23, 14, 1859.6, 1887.07, , 81.5041
1, 2604.16, 27, 2583.57, 2639, , 151.631
2, 2604.16, 17, 2569.08, 2623.95, , 436.294
3, 2604.16, 14, 2581.7, 2636.57, , 112.182
5, 2604.16, 15, 2605.73, 2662.06, , 138.138
10, 2604.16, 14, 2551.65, 2606.54, , 244.427
20, 2604.16, 14, 2586.43, 2641.69, , 178.307
50, 2604.16, 14, 2566.34, 2621.93, , 254.436
1, 2799.4, 52, 2769.16, 2805.22, , 622.841
2, 2799.4, 38, 2771.39, 2807.09, , 701.912
3, 2799.4, 27, 2775.92, 2811.65, , 355.508
5, 2799.41, 25, 2784.54, 2820, , 726.499
10, 2799.4, 19, 2777.94, 2813.78, , 796.875
20, 2799.4, 18, 2781.93, 2817.61, , 563.658
50, 2799.4, 16, 2765.86, 2802.07, , 652.729
1, 3605.77, 43, 3575.62, 3615.05, , 220.188
2, 3605.76, 31, 3596.37, 3636.38, , 260.247
3, 3605.77, 29, 3595.97, 3636.07, , 263.24
5, 3605.77, 25, 3579.29, 3618.31, , 353.086
10, 3605.77, 21, 3592.02, 3632, , 447.21
20, 3605.77, 20, 3579.69, 3619.51, , 612.901
50, 3605.77, 18, 3608.23, 3648.33, , 567.445
1, 4855.03, 70, 4841.57, 4915.84, , 331.277
2, 4855.11, 42, 4835.68, 4910.11, , 450.354
3, 4855.04, 38, 4831.27, 4906.09, , 346.521
5, 4855.05, 24, 4818.9, 4894.14, , 341.423
10, 4855.13, 22, 4812.15, 4887.29, , 347.298
20, 4855.12, 22, 4802.95, 4878.15, , 502.881
50, 4855.03, 18, 4811.03, 4886.02, , 542.218
1, 5235.1, 91, 5207.34, 5275.14, , 539.416
2, 5235.01, 56, 5202.37, 5269.91, , 887.388
3, 5235.06, 37, 5208.6, 5275.4, , 551.907
5, 5235.12, 29, 5187.12, 5256.53, , 518.576
10, 5235.05, 23, 5194.83, 5262.77, , 713.64
20, 5235.24, 23, 5226.13, 5293.11, , 744.515
50, 5235.15, 18, 5191.03, 5260.24, , 863.907
1, 6701.09, 70, 6589.08, 6772.68, , 467.489
2, 6701.06, 56, 6569.53, 6753.9, , 632.368
3, 6701.06, 38, 6651.01, 6830.95, , 545.556
5, 6701.16, 34, 6626.29, 6807.02, , 752.339
10, 6701.02, 24, 6638.86, 6818.64, , 737.362
20, 6700.91, 23, 6657.16, 6838.29, , 952.283
50, 6701.08, 21, 6664.73, 6843.48, , 1229.88
